Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
Ford,Focus Ecoboost,2016,227 000 km,Manuelle,6 cv,Essence,5,1000,Traction,36 000
Mercedes-Benz,Classe E,2017,252 000 km,Automatique,9 cv,Essence,5,899,Traction,110 000
BMW,Série 7 X-Drive,2012,200 000 km,Automatique,20 cv,Diesel,4,1498,Traction,155 500
Renault,Clio Life Plus,2021,149 000 km,Manuelle,5 cv,Essence,5,1991,Traction,43 900
Mercedes-Benz,ML,2006,237 000 km,Automatique,15 cv,Diesel,4,1298,Traction,56 000
Volkswagen,Golf 7 Cup,2015,139 000 km,Automatique,7 cv,Essence,5,1399,Traction,59 900
Mahindra,KUV 100 K8,2022,79 000 km,Manuelle,5 cv,Essence,5,2996,Traction,36 000
Mazda,CX-7,2009,165 000 km,Automatique,18 cv,Essence,5,2000,Traction,45 000
Mazda,CX-9,2019,169 000 km,Automatique,15 cv,Essence,5,1499,Traction,89 000
Seat,Leon,2014,96 000 km,Automatique,6 cv,Essence,2,1598,Traction,53 000
KIA,Picanto,2021,91 000 km,Automatique,5 cv,Essence,5,3000,Traction,45 000
Volkswagen,Golf 7,2014,175 000 km,Manuelle,5 cv,Essence,5,1248,Traction,45 000
BMW,Série 3,2008,241 000 km,Manuelle,7 cv,Essence,5,1500,Traction,41 000
Renault,Clio,2020,47 000 km,Manuelle,4 cv,Essence,5,1499,Traction,39 900
Mercedes-Benz,Classe C,2017,146 000 km,Automatique,8 cv,Essence,4,1200,Traction,119 000
Skoda,Octavia,2016,174 000 km,Automatique,8 cv,Essence,5,1197,Traction,51 000
Nissan,Juke Tekna,2024,5 000 km,Automatique,6 cv,Essence,5,1696,Traction,95 000
Mercedes-Benz,Classe E,2021,37 000 km,Automatique,10 cv,Hybride,5,999,Traction,260 000
Skoda,Scala,2021,94 000 km,Automatique,6 cv,Essence,4,999,Traction,64 000
Mitsubishi,L200 Sportero Double Cabine,2022,60 000 km,Automatique,8 cv,Diesel,5,1200,Traction,130 000
Audi,A6,2015,117 000 km,Automatique,10 cv,Essence,5,1599,Traction,99 500
Seat,Ibiza,2020,87 000 km,Manuelle,6 cv,Essence,4,999,Traction,63 500
Ssangyong,Tivoli,2018,83 000 km,Manuelle,7 cv,Essence,5,1400,Traction,50 000
Mini,Countryman,2010,179 000 km,Manuelle,6 cv,Essence,4,2198,Traction,41 000
Audi,A4,2017,141 000 km,Automatique,8 cv,Essence,3,3030,Traction,85 000
Jeep,Cherokee,2015,297 000 km,Automatique,10 cv,Diesel,5,1200,Traction,69 000
Porsche,Panamera,2009,192 000 km,Automatique,30 cv,Essence,5,1998,Traction,165 000
Mercedes-Benz,Classe S,2007,112 000 km,Automatique,19 cv,Essence,5,3000,Traction,78 000
BMW,Série 5,2018,135 000 km,Automatique,10 cv,Essence,2,2261,Traction,134 000
Mercedes-Benz,Classe E coupé,2009,194 000 km,Automatique,12 cv,Essence,4,999,Traction,49 500
Dongfeng,AX4,2022,33 000 km,Manuelle,7 cv,Essence,5,1498,Traction,59 500
Chevrolet,Sonic LS,2021,89 000 km,Manuelle,5 cv,Essence,5,1499,Traction,41 000
Peugeot,3008,2017,131 000 km,Manuelle,7 cv,Essence,5,1197,Traction,62 000
Foton,Forland Aumark C6514,2016,35 000 km,Manuelle,10 cv,Diesel,5,1000,Traction,55 000
Chery,Tiggo 7 Pro,2021,60 000 km,Automatique,9 cv,Essence,5,999,Traction,75 000
Citroën,C4 Cactus,2015,142 000 km,Manuelle,5 cv,Essence,4,2198,Traction,37 500
Nissan,Qashqai Tekna,2016,95 000 km,Manuelle,6 cv,Essence,4,1000,Traction,63 500
BMW,X5,2007,283 000 km,Automatique,15 cv,Diesel,5,1600,Traction,68 500
Citroën,C4 Picasso,2011,270 000 km,Automatique,6 cv,Diesel,5,1398,Traction,39 900
Volkswagen,Passat,2012,181 000 km,Automatique,9 cv,Essence,5,1599,Traction,44 500
DFSK,K02S,2019,99 000 km,Manuelle,6 cv,Essence,3,3000,Traction,18 500
Citroën,C3,2020,156 000 km,Manuelle,4 cv,Essence,5,4000,Traction,36 000
Mercedes-Benz,Classe E,2009,189 000 km,Automatique,11 cv,Diesel,5,1199,Traction,63 900
Audi,Q3 Sportback,2021,122 000 km,Automatique,9 cv,Essence,4,2000,Traction,152 000
Volkswagen,Golf 7,2019,181 000 km,Automatique,6 cv,Essence,5,1200,Traction,56 000
Haval,Jolion,2023,24 000 km,Automatique,9 cv,Essence,5,1685,Traction,93 500
Suzuki,Vitara,2017,183 000 km,Automatique,6 cv,Essence,5,1600,Traction,55 000
Peugeot,301,2014,93 000 km,Manuelle,5 cv,Essence,5,1197,Traction,26 000
Volkswagen,Jetta,2018,171 000 km,Manuelle,7 cv,Essence,2,2000,Traction,56 900
Mercedes-Benz,CLA,2013,191 000 km,Automatique,8 cv,Essence,4,899,Traction,77 500
Isuzu,D-Max Double Cabine,2013,244 000 km,Manuelle,8 cv,Diesel,5,3000,Traction,115 000
Volkswagen,Golf 7,2015,54 000 km,Manuelle,5 cv,Essence,5,999,Traction,58 000
Hyundai,Grand i10,2021,43 000 km,Manuelle,4 cv,Essence,5,1499,Traction,41 900
Renault,Clio 4,2020,90 000 km,Manuelle,5 cv,Essence,4,1600,Traction,44 000
Jaguar,XJL,2014,51 000 km,Automatique,16 cv,Essence,3,1397,Traction,180 000
Haval,H6,2023,12 000 km,Automatique,8 cv,Essence,5,1197,Traction,125 000
Porsche,Cayenne,2008,184 000 km,Automatique,21 cv,Essence,4,1200,Traction,85 000
Nissan,Patrol,1991,417 000 km,Manuelle,17 cv,Diesel,5,1200,Traction,32 000
Peugeot,2008 Allure,2016,60 000 km,Manuelle,5 cv,Essence,5,1390,Traction,45 000
Porsche,Cayenne,2010,206 000 km,Automatique,21 cv,Essence,5,1499,Traction,115 000
Land,Rover Range Rover Velar,2019,60 000 km,Automatique,11 cv,Diesel,5,1200,Traction,330 000
Mercedes-Benz,CLA,2022,36 000 km,Automatique,7 cv,Essence,5,1199,Traction,Sous leasing                    185 400
BMW,Série 5,2012,197 000 km,Automatique,10 cv,Essence,5,2000,Traction,79 900
Ford,Ecosport,2016,101 000 km,Automatique,6 cv,Essence,5,1200,Traction,59 500
Toyota,Land Cruiser 79 LX,2016,174 000 km,Manuelle,17 cv,Diesel,4,1595,Traction,115 000
Renault,Megane,2020,93 000 km,Manuelle,5 cv,Diesel,4,1300,Traction,58 000
Hyundai,i20,2016,132 000 km,Manuelle,5 cv,Essence,4,1200,Traction,43 000
Peugeot,Partner,2018,113 000 km,Manuelle,5 cv,Diesel,4,1600,Traction,39 500
Hyundai,i20 GLS,2021,68 000 km,Manuelle,5 cv,Essence,2,1999,Traction,52 900
Ford,Ka,2010,185 000 km,Manuelle,4 cv,Essence,5,1400,Traction,21 900
Seat,Tarraco FR,2024,13 000 km,Automatique,9 cv,Essence,4,2179,Traction,159 000
Ford,Ecosport Titanium,2021,99 000 km,Automatique,7 cv,Essence,5,1111,Traction,67 000
KIA,Optima,2014,176 000 km,Automatique,10 cv,Essence,2,1000,Traction,45 500
Toyota,Prado,2014,56 000 km,Manuelle,11 cv,Essence,4,1198,Traction,195 000
Chery,Tiggo 3X Luxury,2022,56 000 km,Automatique,6 cv,Essence,5,1500,Traction,55 000
Volkswagen,Tiguan,2018,104 000 km,Automatique,8 cv,Essence,4,1497,Traction,117 000
BMW,X5,2010,159 000 km,Automatique,19 cv,Diesel,4,5000,Traction,86 000
Citroën,DS5,2012,205 000 km,Automatique,6 cv,Diesel,4,3000,Traction,40 000
Citroën,Jumpy Fourgon,2022,123 000 km,Manuelle,7 cv,Diesel,2,1600,Traction,72 000
Audi,A5 Coupé S-Line,2011,201 000 km,Automatique,10 cv,Essence,5,1200,Traction,48 000
Volkswagen,Polo,2021,26 000 km,Manuelle,4 cv,Essence,5,1200,Traction,55 000
Audi,A5 Coupé,2009,168 000 km,Automatique,13 cv,Essence,5,1197,Traction,53 000
Suzuki,Vitara,2018,96 000 km,Automatique,6 cv,Essence,4,1198,Traction,72 000
Land,Rover Range Rover Evoque,2015,130 000 km,Automatique,10 cv,Diesel,5,3000,Traction,139 000
Opel,Corsa,2022,41 000 km,Manuelle,5 cv,Essence,5,4000,Traction,59 900
Dacia,Sandero Stepway,2015,75 000 km,Manuelle,5 cv,Essence,5,1461,Traction,40 000
Mercedes-Benz,Classe E,2009,160 000 km,Automatique,12 cv,Diesel,4,1498,Traction,57 000
Mercedes-Benz,Classe E,2012,176 000 km,Automatique,11 cv,Essence,5,1599,Traction,72 000
Mercedes-Benz,Classe C,2016,157 000 km,Automatique,6 cv,Diesel,5,3956,Traction,125 000
BMW,X1,2020,78 000 km,Automatique,8 cv,Essence,3,1000,Traction,98 000
Mercedes-Benz,Classe E,2022,15 000 km,Automatique,9 cv,Essence,5,1993,Traction,248 000
Volkswagen,Golf 7,2019,183 000 km,Manuelle,6 cv,Diesel,5,1500,Traction,73 500
Citroën,Jumper,2010,476 000 km,Manuelle,7 cv,Diesel,5,1199,Traction,29 500
Nissan,Patrol,1991,481 000 km,Manuelle,11 cv,Diesel,5,1600,Traction,42 000
Great,Wall Poer MT,2021,61 000 km,Manuelle,11 cv,Diesel,5,1498,Traction,88 000
Toyota,C-HR,2021,47 000 km,Automatique,6 cv,Essence,5,1200,Traction,89 000
Opel,Mokka,2014,37 000 km,Manuelle,7 cv,Diesel,4,1400,Traction,59 500
BMW,X5,2007,295 000 km,Automatique,16 cv,Diesel,5,2000,Traction,65 000
Hyundai,Grand i10,2022,34 000 km,Manuelle,5 cv,Essence,5,1197,Traction,49 000
Peugeot,Rifter,2019,67 000 km,Manuelle,6 cv,Essence,5,1395,Traction,69 000
KIA,Optima,2012,379 000 km,Automatique,10 cv,Essence,4,1598,Traction,38 000
Peugeot,208 3P,2017,104 000 km,Manuelle,5 cv,Essence,5,1600,Traction,29 900
Mercedes-Benz,Classe C Avantgarde,2009,185 000 km,Automatique,9 cv,Essence,5,2000,Traction,49 500
Toyota,Land Cruiser 80,1996,506 000 km,Manuelle,17 cv,Diesel,4,4798,Traction,69 000
Volkswagen,Golf 7,2016,75 000 km,Automatique,13 cv,Essence,5,1300,Traction,110 000
Toyota,C-HR,2017,150 000 km,Automatique,6 cv,Essence,4,1400,Traction,69 500
Skoda,Fabia,2021,105 000 km,Manuelle,4 cv,Essence,4,1999,Traction,43 000
Volkswagen,Passat CC,2014,191 000 km,Automatique,10 cv,Essence,5,1248,Traction,53 000
Toyota,Land Cruiser,1999,347 000 km,Manuelle,17 cv,Diesel,4,1598,Traction,55 000
Mazda,3 High Grade,2017,107 000 km,Manuelle,6 cv,Essence,5,1388,Traction,56 000
Citroën,C3 Shine,2019,62 000 km,Automatique,6 cv,Essence,2,1591,Traction,47 500
Mercedes-Benz,GLA,2016,97 000 km,Automatique,8 cv,Essence,5,1499,Traction,92 000
Volkswagen,Passat CC,2009,150 000 km,Automatique,12 cv,Essence,5,999,Traction,35 000
Ford,Ecosport Titanium,2018,97 000 km,Automatique,7 cv,Essence,5,1197,Traction,62 000
Mercedes-Benz,Classe C,2017,113 000 km,Automatique,8 cv,Essence,5,2000,Traction,135 000
BMW,Série 3,2018,177 000 km,Automatique,7 cv,Essence,4,1198,Traction,85 000
Ford,Focus Titanium,2018,161 000 km,Manuelle,6 cv,Essence,4,1000,Traction,39 900
MG,ZS,2020,68 000 km,Automatique,7 cv,Essence,,,Traction,64 000
Haval,H6,2023,11 000 km,Automatique,8 cv,Essence,5,1600,Traction,126 000
BMW,Série 5,2013,179 000 km,Automatique,10 cv,Essence,4,3000,Traction,79 500
BMW,Série 4 Gran Coupé,2019,99 000 km,Automatique,7 cv,Essence,4,1968,Traction,115 000
Mercedes-Benz,Classe A,2020,101 000 km,Automatique,7 cv,Essence,5,1600,Traction,129 000
Iveco,Daily Fourgon,2015,31 000 km,Manuelle,16 cv,Diesel,4,1399,Traction,110 000
Mercedes-Benz,Classe E,2017,223 000 km,Automatique,9 cv,Essence,5,1199,Traction,119 000
Toyota,Hilux Double Cabine,2019,114 000 km,Manuelle,8 cv,Diesel,5,1598,Traction,160 000
Mercedes-Benz,Classe C,2019,112 000 km,Automatique,10 cv,Hybride,4,1000,Traction,145 000
Hyundai,Coupe,2003,138 000 km,Manuelle,7 cv,Essence,4,1999,Traction,30 000
Volkswagen,Amarok,2013,81 000 km,Manuelle,11 cv,Essence,4,1198,Traction,53 000
Peugeot,Landtrek Double Cabine,2022,34 000 km,Manuelle,6 cv,Diesel,5,1598,Traction,95 000
KIA,Sportage,2011,232 000 km,Automatique,11 cv,Essence,5,1499,Traction,47 000
BMW,Série 5,2016,151 000 km,Automatique,9 cv,Essence,5,1499,Traction,120 000
Porsche,Cayenne,2012,195 000 km,Automatique,15 cv,Diesel,4,1598,Traction,155 000
KIA,Rio Berline,2022,35 000 km,Automatique,6 cv,Essence,5,999,Traction,69 900
Mitsubishi,Pajero Sport,1999,510 000 km,Manuelle,9 cv,Diesel,4,1600,Traction,45 000
Great,Wall M4,2019,51 000 km,Manuelle,6 cv,Essence,5,1599,Traction,45 000
Chery,E3,2018,95 000 km,Manuelle,6 cv,Essence,5,1200,Traction,32 000
BMW,Série 1,2016,105 000 km,Manuelle,6 cv,Essence,5,1200,Traction,59 000
Peugeot,3008,2010,261 000 km,Manuelle,7 cv,Essence,5,1242,Traction,32 000
BMW,Série 2 Gran Coupé,2020,61 000 km,Automatique,8 cv,Essence,5,1395,Traction,120 000
Nissan,Patrol,2006,359 000 km,Manuelle,12 cv,Diesel,4,1400,Traction,66 000
Audi,A4,2011,233 000 km,Manuelle,7 cv,Essence,5,1984,Traction,46 000
Peugeot,traveller,2019,98 000 km,Manuelle,5 cv,Diesel,5,998,Traction,85 000
Mercedes-Benz,CLA,2017,239 000 km,Automatique,7 cv,Essence,5,4395,Traction,92 000
Mercedes-Benz,Classe E,2010,199 000 km,Automatique,11 cv,Essence,4,1993,Traction,55 000
Citroën,C4 Coupé,2009,300 000 km,Manuelle,7 cv,Essence,5,999,Traction,21 000
BMW,X2,2020,75 000 km,Automatique,8 cv,Essence,4,1000,Traction,134 000
Fiat,500 Dolcevita,2021,21 000 km,Automatique,4 cv,Essence,5,1399,Traction,55 000
Haval,H6 Luxury,2019,110 000 km,Automatique,9 cv,Essence,4,1198,Traction,77 000
Land,Rover Range Rover Sport,2007,211 000 km,Automatique,32 cv,Essence,2,1498,Traction,88 000
Fiat,500,2020,20 000 km,Manuelle,4 cv,Hybride,4,1600,Traction,59 000
KIA,Sorento,2015,209 000 km,Automatique,12 cv,Diesel,4,1198,Traction,89 000
Ford,Kuga,2017,208 000 km,Automatique,11 cv,Essence,5,999,Traction,65 000
Peugeot,208 3P,2016,74 000 km,Manuelle,5 cv,Essence,3,2498,Traction,38 500
Land,Rover Range Rover Sport,2019,47 000 km,Automatique,17 cv,Hybride,5,3000,Traction,340 000
Volkswagen,Golf 6,2011,295 000 km,Automatique,5 cv,Diesel,5,1000,Traction,41 000
Mercedes-Benz,CLA,2021,70 000 km,Automatique,7 cv,Essence,4,1598,Traction,149 500
Mercedes-Benz,Classe E Avantgarde,2009,238 000 km,Automatique,9 cv,Diesel,4,998,Propulsion,64 500
Citroën,Jumpy Combi,2018,124 000 km,Manuelle,6 cv,Diesel,,,Traction,82 000
Suzuki,Vitara,1993,270 000 km,Automatique,9 cv,Essence,5,1599,Traction,33 000
Mercedes-Benz,Classe A Progressive,2019,137 000 km,Automatique,7 cv,Essence,5,1600,Traction,85 900
Chery,Tiggo 8,2022,44 000 km,Automatique,9 cv,Essence,5,1500,Traction,79 000
KIA,Sportage,2012,324 000 km,Automatique,11 cv,Diesel,4,1598,Traction,54 000
Volkswagen,Golf 6,2012,252 000 km,Automatique,5 cv,Diesel,5,1600,Traction,42 000
Land,Rover Discovery Sport,2015,126 000 km,Automatique,9 cv,Diesel,5,1199,Traction,122 000
Mercedes-Benz,GLA,2016,65 000 km,Automatique,8 cv,Essence,4,1500,Traction,118 000
Citroën,C3,2019,51 000 km,Manuelle,4 cv,Essence,5,2000,Traction,44 000
Hyundai,Tucson Hybride,2022,40 000 km,Automatique,7 cv,Hybride,5,2200,Traction,167 000
Mercedes-Benz,Classe A,2013,182 000 km,Manuelle,7 cv,Essence,5,1199,Traction,62 000
Ford,Ranger,2014,191 000 km,Automatique,7 cv,Diesel,4,3000,Traction,68 000
Haval,H6 Luxury,2018,227 000 km,Automatique,9 cv,Essence,4,1796,Traction,46 500
Citroën,Jumpy Fourgon,2019,170 000 km,Manuelle,7 cv,Diesel,5,1497,Traction,65 000
Audi,Q7,2010,180 000 km,Automatique,16 cv,Diesel,5,1896,Traction,69 000
Mercedes-Benz,CLA,2018,20 000 km,Automatique,7 cv,Essence,4,1400,Traction,115 000
Land,Rover Range Rover Velar R-Dynamic,2022,26 000 km,Automatique,16 cv,Essence,3,1298,Traction,380 000
BMW,X6,2015,85 000 km,Automatique,34 cv,Essence,5,1200,Traction,335 000
Seat,Leon FR,2011,193 000 km,Manuelle,7 cv,Essence,2,1995,Traction,37 500
Lada,Niva,2018,34 000 km,Manuelle,7 cv,Essence,5,1500,Traction,48 500
Mercedes-Benz,Classe S,2008,151 000 km,Automatique,19 cv,Essence,4,1497,Traction,95 000
Peugeot,3008,2010,230 000 km,Manuelle,7 cv,Essence,5,1499,Traction,33 000
Audi,A4,2008,241 000 km,Automatique,11 cv,Essence,5,1600,Traction,50 000
Peugeot,3008,2018,132 000 km,Automatique,9 cv,Essence,5,2000,Traction,84 900
Jaguar,XJL,2014,163 000 km,Automatique,16 cv,Essence,5,1197,Traction,120 000
Chery,Tiggo 3X Luxury,2022,15 000 km,Automatique,6 cv,Essence,4,1395,Traction,62 000
Citroën,C3 Shine,2017,98 000 km,Manuelle,4 cv,Essence,5,1199,Traction,36 900
Haval,H6 Luxury,2017,100 000 km,Automatique,9 cv,Essence,5,1600,Traction,65 000
Mercedes-Benz,CLA,2019,59 000 km,Automatique,7 cv,Essence,4,1499,Traction,134 900
BMW,Série 3,2016,152 000 km,Automatique,7 cv,Essence,4,1500,Traction,85 000
Seat,Leon Style Plus,2017,118 000 km,Manuelle,6 cv,Essence,4,1200,Traction,62 000
Volkswagen,Golf 7,2015,191 000 km,Manuelle,5 cv,Essence,5,999,Traction,49 000
Porsche,Cayenne,2009,212 000 km,Automatique,30 cv,Essence,4,1198,Traction,78 000
BMW,Série 4 Coupé,2014,151 000 km,Automatique,10 cv,Essence,5,1400,Traction,86 000
Audi,A4,2014,175 000 km,Manuelle,7 cv,Essence,4,2999,Traction,50 000
Dongfeng,SX3,2021,32 000 km,Manuelle,8 cv,Essence,5,1598,Traction,65 000
Mercedes-Benz,Classe E,2003,276 000 km,Automatique,10 cv,Essence,5,899,Traction,32 000
Volkswagen,Jetta,2010,349 000 km,Manuelle,6 cv,Diesel,4,900,Traction,32 000
Skoda,Octavia,2022,30 000 km,Automatique,8 cv,Essence,4,999,Traction,114 900
Haval,H6 Luxury,2020,120 000 km,Automatique,9 cv,Essence,2,1598,Traction,77 000
Peugeot,3008 Allure,2020,169 000 km,Automatique,7 cv,Essence,4,1500,Traction,80 000
Volkswagen,Amarok,2012,264 000 km,Manuelle,7 cv,Diesel,2,1600,Traction,48 000
BMW,X3,2014,219 000 km,Automatique,11 cv,Essence,5,1599,Traction,75 000
Ford,Ranger XLT,2014,248 000 km,Manuelle,7 cv,Diesel,5,1197,Traction,55 000
Audi,Q7,2006,249 000 km,Automatique,16 cv,Diesel,5,1559,Traction,60 000
Haval,Jolion,2021,25 000 km,Automatique,9 cv,Essence,4,1598,Traction,91 500
KIA,Sportage,2018,101 000 km,Automatique,8 cv,Essence,4,1593,Traction,85 000
Land,Rover Range Rover Sport,2019,82 000 km,Automatique,17 cv,Essence,4,1332,Traction,350 000
KIA,Sportage,2016,176 000 km,Automatique,8 cv,Essence,5,3000,Traction,79 000
KIA,Sorento,2012,210 000 km,Automatique,12 cv,Diesel,5,1590,Traction,60 000
Infiniti,FX,2008,190 000 km,Automatique,20 cv,Essence,5,1400,Traction,52 000
Ford,Transit,2017,256 000 km,Manuelle,6 cv,Diesel,5,1197,Traction,38 000
BMW,Série 3,2014,201 000 km,Automatique,7 cv,Essence,5,1500,Traction,69 000
BMW,Série 3,2016,167 000 km,Automatique,7 cv,Essence,4,2000,Traction,80 000
KIA,Sportage GT-Line,2018,132 000 km,Automatique,10 cv,Diesel,4,1300,Traction,110 000
Nissan,Qashqai,2015,121 000 km,Automatique,6 cv,Essence,,1598,Traction,69 500
MG,ZS Luxury,2022,67 000 km,Automatique,7 cv,Essence,4,1400,Traction,77 900
Hyundai,Veloster,2016,140 000 km,Automatique,8 cv,Essence,4,1200,Traction,44 900
Mazda,6,2014,125 000 km,Automatique,9 cv,Essence,5,2700,Traction,51 000
Mercedes-Benz,CLS AMG,2009,178 000 km,Automatique,15 cv,Essence,5,1200,Propulsion,57 500
Haval,H6 Luxury,2019,55 000 km,Automatique,9 cv,Essence,5,2995,Traction,85 000
Ford,F 250 V8,2005,90 000 km,Automatique,24 cv,Diesel,4,2987,Traction,75 500
Mercedes-Benz,Classe C C180,2018,143 000 km,Automatique,9 cv,Essence,5,1499,Traction,119 000
Mazda,3 High Grade,2017,148 000 km,Manuelle,6 cv,Essence,4,1400,Traction,57 000
Mahindra,Scorpio SUV,2013,328 000 km,Manuelle,8 cv,Diesel,5,1699,Traction,31 000
Mazda,3,2017,135 000 km,Manuelle,6 cv,Essence,5,3000,Traction,58 500
BMW,Série 5 Luxury Line,2019,30 000 km,Automatique,10 cv,Essence,5,1149,Traction,225 000
MG,GS Luxe,2017,160 000 km,Automatique,9 cv,Essence,3,1397,Traction,58 000
Toyota,Prado VX,2006,290 000 km,Automatique,11 cv,Diesel,4,1400,Intégrale,115 000
Ford,Focus,2020,60 000 km,Automatique,6 cv,Essence,5,1050,Traction,75 000
Peugeot,208 Like,2020,65 000 km,Manuelle,4 cv,Essence,5,3600,Propulsion,34 000
Volkswagen,Golf 7 R-Line,2016,155 000 km,Manuelle,6 cv,Essence,3,2198,Propulsion,74 000
Peugeot,Rifter Active Pack,2021,123 000 km,Manuelle,5 cv,Diesel,4,999,Propulsion,84 000
Hyundai,ix35,2016,160 000 km,Automatique,11 cv,Diesel,3,1600,Traction,66 500
Volkswagen,Polo Sedan,2020,170 000 km,Manuelle,5 cv,Essence,5,3997,Traction,41 800
Mercedes-Benz,Classe A AMG,2014,180 000 km,Automatique,6 cv,Essence,4,1368,Traction,68 500
Mazda,CX-5 High Grade,2019,63 000 km,Automatique,9 cv,Essence,4,1499,Intégrale,115 000
MG,ZS,2019,65 000 km,Automatique,7 cv,Essence,4,1498,Traction,65 000
Peugeot,206,2005,183 000 km,Manuelle,4 cv,Essence,4,1124,Traction,17 000
Audi,A3 Sportback,2018,100 000 km,Manuelle,6 cv,Essence,5,1599,Traction,67 500
Renault,Megane Sedan,2019,46 000 km,Manuelle,7 cv,Essence,5,1566,Traction,61 000
Ford,Ecosport,2022,19 000 km,Manuelle,7 cv,Essence,5,2993,Traction,78 000
Wallyscar,719,2023,87 434 km,Manuelle,7 cv,Essence,4,2000,Traction,Sous leasing                    47 100
MG,5 Luxe,2022,37 000 km,Automatique,7 cv,Essence,4,1198,Traction,55 000
Volkswagen,Polo,2004,193 000 km,Manuelle,5 cv,Essence,5,1599,Propulsion,16 400
BMW,Série 3 Confort Sport Line,2013,82 000 km,Automatique,7 cv,Essence,5,1598,Propulsion,65 000
Renault,Clio Classic Confort,2006,98 000 km,Manuelle,5 cv,Essence,5,1197,Traction,31 000
Renault,Clio Classic Confort,2006,98 000 km,Manuelle,5 cv,Essence,5,3600,Traction,31 000
Volkswagen,Polo Sedan Trendline,2022,76 000 km,Manuelle,5 cv,Essence,4,1498,Traction,49 500
Volkswagen,Caddy Prestige,2020,93 000 km,Manuelle,6 cv,Diesel,5,999,Traction,51 000
Peugeot,301 Active,2021,73 000 km,Manuelle,5 cv,Essence,5,1000,Traction,33 000
Renault,Symbol Confort,2022,111 000 km,Manuelle,5 cv,Essence,5,1398,Traction,37 500
Volkswagen,Tiguan,2020,110 000 km,Automatique,8 cv,Essence,2,1000,Traction,122 000
Hyundai,i20 GLS,2022,76 000 km,Manuelle,5 cv,Essence,4,899,Traction,53 500
Volkswagen,Polo Prestige,2022,54 000 km,Manuelle,4 cv,Essence,5,1499,Traction,63 800
Volkswagen,Polo R-Line,2020,47 000 km,Manuelle,4 cv,Essence,4,1595,Traction,67 000
Jeep,Renegade Limited,2019,130 000 km,Automatique,8 cv,Essence,4,1400,Traction,66 000
KIA,Rio 5p GT-Line,2021,72 000 km,Manuelle,5 cv,Essence,4,1500,Traction,65 000
KIA,Rio 5p,2021,124 000 km,Manuelle,5 cv,Essence,4,1399,Traction,49 800
Seat,Leon Style,2016,167 000 km,Automatique,6 cv,Essence,5,1000,Traction,52 500
Suzuki,Swift,2021,80 000 km,Manuelle,5 cv,Essence,5,999,Traction,41 800
Honda,City LX Sport,2022,80 000 km,Automatique,6 cv,Essence,5,1468,Traction,67 000
Volkswagen,Virtus Confortline,2023,30 000 km,Manuelle,6 cv,Essence,4,1298,Traction,61 000
Toyota,Yaris Sedan Elegance,2020,134 000 km,Manuelle,6 cv,Essence,3,1600,Traction,46 500
KIA,Sportage Toit Ouvrant,2018,96 000 km,Automatique,8 cv,Essence,4,2000,Traction,78 000
Volkswagen,Polo,2021,67 000 km,Manuelle,4 cv,Essence,4,1999,Traction,52 500
KIA,Rio 5p,2021,84 000 km,Manuelle,5 cv,Essence,5,2200,Traction,51 500
KIA,Cee'd Comfort,2019,178 000 km,Manuelle,6 cv,Essence,4,1597,Traction,52 000
Mercedes-Benz,Classe A AMG,2020,63 000 km,Automatique,9 cv,Essence,4,1499,Traction,144 000
MG,RX8 4x4 SUV,2023,24 000 km,Automatique,16 cv,Essence,4,1998,Traction,135 000
Geely,GX3,2022,90 000 km,Manuelle,6 cv,Essence,4,1800,Traction,58 000
Chevrolet,Sonic Comfort,2021,87 000 km,Manuelle,5 cv,Essence,5,1149,Traction,41 000
Volkswagen,Golf 7 Smartline,2019,170 000 km,Automatique,6 cv,Essence,2,1598,Traction,57 000
Mercedes-Benz,GLA AMG,2021,57 000 km,Automatique,8 cv,Hybride,4,1800,Traction,179 000
Seat,Arona FR,2022,15 000 km,Automatique,6 cv,Essence,4,1200,Traction,96 000
Audi,A3 Sportback,2018,128 000 km,Manuelle,6 cv,Essence,5,1500,Traction,69 000
Ford,Focus,2016,130 000 km,Manuelle,6 cv,Essence,4,1332,Traction,41 800
Mercedes-Benz,GLC Coupé AMG,2021,29 000 km,Automatique,12 cv,Hybride,4,1988,Propulsion,256 000
MG,HS Trophy,2021,46 000 km,Automatique,10 cv,Essence,5,1200,Traction,83 000
BMW,Série 5 Business Line,2018,132 000 km,Automatique,10 cv,Essence,5,1398,Propulsion,130 000
Smart,ForTwo Sport,2010,101 000 km,Manuelle,5 cv,Essence,4,1198,Propulsion,27 500
Mercedes-Benz,Classe C Avantgarde,2014,48 000 km,Automatique,8 cv,Essence,5,1200,Propulsion,120 000
Land,Rover Range Rover Evoque,2014,198 000 km,Automatique,11 cv,Diesel,5,1991,Intégrale,110 000
Mercedes-Benz,GLA AMG,2016,150 000 km,Automatique,8 cv,Essence,4,1498,Propulsion,105 000
Peugeot,208,2015,110 000 km,Manuelle,5 cv,Essence,4,3000,Traction,29 000
BMW,Série 3 coupé Kit M///,2012,152 000 km,Manuelle,10 cv,Essence,4,1600,Traction,74 000
Mercedes-Benz,Classe C AMG,2011,200 000 km,Automatique,9 cv,Essence,3,1300,Traction,71 000
Seat,Ibiza,2019,98 000 km,Manuelle,4 cv,Essence,3,1199,Traction,51 000
