Brand,Model,Price,0-100 Km/h,4 roues directrices,ABS,Accoudoirs,Affichage tête haute,Aide au démarrage en côte,Aide au maintien dans la voie,Aide au stationnement,Aileron arrière,Airbags,Alarme antivol,Alerte de circulation transversale,Alerte de franchissement de ligne,Alimentation électrique,Allumage automatique des feux,Anti-démarrage électronique,Anti-patinage,Antibrouillards,Appuis têtes arrières,Arceau de benne,Assistance au freinage,Assistant de feux de route,Autonomie électrique (NEDC),Autonomie électrique (WLTP),Autoradio,Baguettes extérieures d'encadrement des vitres,Barre stabilisatrice,Barres de toit,Batterie,Boule d'attelage,Boulons de roues protégés,Bouton Start & Stop,Boîte,Boîte à gants réfrigérée,Calandre,Caméra d'angle mort,Capot moteur actif,Carrosserie,Carte mains libres,Charge utile,Ciel de pavillon,Climatisation,Cloison entre cabine et compartiment arrière,Clé intelligente,Coffre à bagages,Conduite autonome,Connectivité,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Consommation électrique (WLTP),Contrôle adaptatif de la charge,Contrôle de pression des pneus,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Couple,Couple électrique,Cylindrée,DSC,Différentiel autobloquant,Direction assistée,Disponibilité,Dynamic Response,Détecteur de fatigue,Détecteur de pluie,Détection des piétons,Ecran central,Eléments extérieurs couleur carrosserie,Emissions de CO2,Energie,Fermeture assistée des portes,Fermeture centralisée,Feux à LED,Finition intérieure,Fixations ISOFIX,Frein de stationnement,Freinage,Garantie,Hauteur,Instrumentation digitale,Jantes,Kit carrosserie,Kit fumeurs,Kit rangement,Kit sécurité,Kit éclairage,Largeur,Lave Phares,Limiteur de vitesse,Longueur,Lumières d'ambiance,Marchepieds latéraux,Modes de conduite,Navigation,Nombre de cylindres,Nombre de moteurs électriques,Nombre de places,Nombre de portes,Nombre de rapports,Ordinateur de bord,Pack Sport Chrono,Pack aérodynamique M,Peinture,Phares,Pneumatiques runflat,Poignées de portes,Pommeau de levier de vitesse,Porte bagages,Préparation pour téléphone,Puissance (ch.din),Puissance avec overboost (ch.din),Puissance fiscale,Puissance thermique (ch.din),Puissance électrique,Pédaliers,Reconnaissance des panneaux,Rideau de benne,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sellerie,Seuils de portes,Sièges,Sièges réglables en hauteur,Sorties d’échappement,Spoiler arrière,Stores pare-soleil,Surface de chargement,Surveillance d’angle mort,Suspension,Système Start & Stop,Système de descente en côte,Système de récupération d'énergie,Tableau de bord,Tapis de sol,Temps de recharge normale,Temps de recharge rapide,Terrain Response,Toit,Train roulant,Transmission,Version pays chauds,Vitesse maxi,Vitres,Vitres électriques,Voiture populaire,Volant,Volant réglable,Volume du coffre,Volume du coffre avant,Volume du coffre maximal,Volume utile
renault,express-combi 1.5-l-dci,88 900DTTTC,13s,,,,,,,,,Frontaux,,,,1 prise 12 V,,,,,,,AFU,,,,Commandes sous le volant,,,,,,,,Manuelle,,Chromée,,,Monospace,,,,Manuelle,,,,,USB | Bluetooth,,6.1L/100 km,,,,,,,240nm1750tr/min,,1461CM³,,,,Disponible,,,,,,,,Diesel,,À distance,Feux de jour,,,,,2 ans ou 100.000 km,1842mm,,15'',,,,,,1751mm,,,4394mm,,,,,4,,5,5 | 2 portes latérales coulissantes,6,,,,,,,,,,,95CH,,5CV,,,,,,,,Électriques | Avec clignotants intégrés,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,163KM/H,,Avant,,,,800L,,,
renault,master 2.3-l-8-m3#specs,84 900DTTTC,9.7s,,,,,,,,,Frontal conducteur,,,,,,,,,,,AFU,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,,,Manuelle,,,,,,7.1L/100 km,7.8L/100 km,9.1L/100 km,,,,,,310nm1250tr/min,,2298CM³,,,,,,,,,,,,Diesel,,,,,,,,2 ans ou 100.000 km,2287mm,,,,,,,,2070mm,,,5048mm,,,,,4,,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,125CH,,8CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,196KM/H,Teintées,Avant,,,,,,,8m³
renault,master 2.3-l-10.8-m3#specs,87 950DTTTC,9.7s,,,,,,,,,Frontal conducteur,,,,,,,,,,,AFU,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,,,Manuelle,,,,,,7.1L/100 km,7.8L/100 km,9.1L/100 km,,,,,,310nm1250tr/min,,2298CM³,,,,,,,,,,,,Diesel,,,,,,,,2 ans ou 100.000 km,2287mm,,,,,,,,2070mm,,,5548mm,,,,,4,,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,125CH,,8CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,196KM/H,Teintées,Avant,,,,,,,10.8m³
renault,master 2.3-l-13-m3#specs,89 950DTTTC,9.7s,,,,,,,,,Frontal conducteur,,,,,,,,,,,AFU,,,,,,,,,,,,Manuelle,,,,,Utilitaire,,,,Manuelle,,,,,,7.1L/100 km,7.8L/100 km,9.1L/100 km,,,,,,310nm1250tr/min,,2298CM³,,,,,,,,,,,,Diesel,,,,,,,,2 ans ou 100.000 km,2475mm,,,,,,,,2070mm,,,6198mm,,,,,4,,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,6,,,,,,,,,,,125CH,,8CV,,,,,,,,,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,196KM/H,Teintées,Avant,,,,,,,13m³
seat,ibiza 1.0-l-tsi-bva-reference#specs,75 980DTTTC,9.4s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,,,,,,,Commandes au volant,,,,,,,,Automatique,,,,,Citadine,,,,Manuelle,,,,,USB | USB-C | Bluetooth,5.1L/100 km,5.8L/100 km,7L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile | 8.25 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1444mm,,En aluminium | 15'',,,,,,1780mm,,,4059mm,,,,,3,,5,5,7,,,,,LED,,,Cuir,,,115CH,,6CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,195KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur et en profondeur,355L,,,
seat,ibiza 1.0-l-tsi-style#specs,75 980DTTTC,9.4s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,,,,,,,Commandes au volant,,,,,,,,Manuelle,,,,,Citadine,,,,Automatique,,,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Mirrorlink,5.1L/100 km,5.8L/100 km,7L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile | 8.25 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,,,,,,3 ans,1444mm,,En aluminium | 16'',,,,,,1780mm,,,4059mm,,,,,3,,5,5,6,,,,,LED,,,Cuir,,,115CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,195KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,355L,,,
seat,ibiza 1.0-l-tsi-bva-xcellence#specs,84 980DTTTC,9.4s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,,,,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,Automatique,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Mirrorlink,5.1L/100 km,5.8L/100 km,7L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile | 9.2 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Avant | Arrières,,,,,3 ans,1444mm,Digital Cockpit,En aluminium | 17'',,,,,,1780mm,,,4059mm,,,,,3,,5,5,7,,,,,Full LED | Directionnels,,,Cuir,,,115CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,,Conducteur,,,,,,,,,,,,,,,Ouvrant,,Traction,,195KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,355L,,,
seat,ibiza 1.0-l-tsi-bva-fr#specs,87 980DTTTC,9.4s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,,,,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,Automatique,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Mirrorlink,5.1L/100 km,5.8L/100 km,7L/100 km,,,,,,200nm2000tr/min,,999CM³,,XDS,,Disponible,,,,,Tactile | 8.25 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans,1444mm,,En aluminium | 17'',,,,,,1780mm,,,4059mm,,,Confort | Sport | Eco,,3,,5,5,7,,,,,LED,,,Cuir,,,115CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,,Conducteur et passager,,,,,,,,,,,,,,,Panoramique,,Traction,,195KM/H,Teintées | Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,355L,,,
seat,arona 1.0-tsi-style-plus#specs,87 980DTTTC,9.8s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,3,,,,,,Commandes au volant,,,Noires,,,,,Automatique,,,,,SUV,,,,Automatique,,,,,USB-C | AUX | Bluetooth | Mirrorlink,4.7L/100 km,5.2L/100 km,6.1L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile | 8.25 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour,,,,,3 ans,1537mm,,En aluminium | 17'',,,,,,1780mm,,,4154mm,,,,,3,,5,5,7,,,,,LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,182KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,400L,,,
seat,arona 1.0-tsi-xperience#specs,94 980DTTTC,9.8s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,3,,,,,,Commandes au volant,Chrome,,Métal brillant,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB-C | AUX | Bluetooth | Commande vocale | Mirrorlink,4.7L/100 km,5.2L/100 km,6.1L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile | 9.2 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans,1537mm,Digital Cockpit,En aluminium | 18'',,,,,,1780mm,,,4154mm,,,Confort | Sport | Eco,,3,,5,5,7,,,,,Full LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,182KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,400L,,,
seat,arona 1.0-tsi-fr#specs,97 980DTTTC,9.8s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESP,,3,,,,,,Commandes au volant | Subwoofer 300W,Chrome,,Métal brillant,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB-C | AUX | Bluetooth | Commande vocale | Mirrorlink,4.7L/100 km,5.2L/100 km,6.1L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Disponible,,,,,Tactile | 9.2 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans,1537mm,Digital Cockpit,En aluminium | 18'',,,,,,1780mm,,,4154mm,,,Confort | Sport | Eco,,3,,5,5,7,,,,,Full LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Suédine,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,182KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,400L,,,
seat,leon 1.4-tsi-dynamic-2021#specs,99 980DTTTC,8.2s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux | Protège-tête,,,,,,,ESC,,3,,,,,,4 haut-parleurs,,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,,Automatique | 3 zones,,,,,USB | USB-C | Bluetooth,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,250nm1400tr/min,,1395CM³,,,Servotronic,Indisponible,,,,,Tactile | 8.25 pouces,,118g/km,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,3 ans,1444mm,,En aluminium | 16'',,,,,,1816mm,,,4281mm,,,,,4,,5,5,8,,,,,Full LED,,,Cuir,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants | Avec clignotants intégrés,Tissu,,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,215KM/H,Parebrise athermique,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,380L,,,
seat,leon 1.4-tsi-fr#specs,118 980DTTTC,8.2s,,,Avant,,,,Radar de recul | Radar avant | Parkassist,,Frontaux | Latéraux | Protège-tête,,,,,,,ESC,,3,,,,,,Subwoofer,,,,,,,Démarrage mains libres,Automatique,,,,,Compacte,,,,Automatique | 3 zones,,Accès mains libres,,,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Mirrorlink,4.5L/100 km,5L/100 km,5.9L/100 km,,,,,,250nm1400tr/min,,1395CM³,,,Servotronic,Indisponible,,,,,Tactile | 10.25 pouces,,118g/km,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,Chromée,,Éléctrique,,3 ans,1444mm,Digital Cockpit,En aluminium | 18'',FR,,,,,1816mm,,,4281mm,LED,,Normal | Confort | Sport | Eco,,4,,5,5,8,,,,,Full LED,,,Cuir,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position | Avec clignotants intégrés,Tissu,Eclairés,Conducteur à réglage électrique | Réglage lombaire | Fonction mémoire,Conducteur et passager,,,,,,Amortissement piloté,,,,,,,,,,,Traction,,215KM/H,Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,380L,,,
seat,ateca 2020-1.4-l-tsi-style#specs,124 980DTTTC,8.5s,,,Avant | Arrière,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux | Genoux | Protège-tête,,,,,,,ESP,,3,,,,,,Commandes au volant,Chrome,,Chromées,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,USB-C | Android Auto | Apple Carplay | Bluetooth,5.7L/100 km,6.3L/100 km,7.4L/100 km,,,,,,250nm1500tr/min,,1395CM³,,,Servotronic,Disponible,,,,,Tactile | 8.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,,,Éléctrique,,3 ans,1615mm,Digital Cockpit,En aluminium | 18'',,,Poches aumônières,,,1841mm,,,4381mm,,,,,4,,5,5,8,,,,,LED,,,Cuir,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants,Alcantara | Cuir | Tissu,,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,201KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,510L,,,
seat,ateca 1.4-l-tsi-xperience#specs,136 980DTTTC,8.5s,,,Avant | Arrière,,,,Radar de recul | Système de caméras 360 | Parkassist,,Frontaux | Latéraux | Genoux | Protège-tête,,,,,,,ESP,,3,,,,,,Commandes au volant | Système Audio Beats | Subwoofer 340W,Chrome,,Chromées,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,Ouverture et fermeture motorisée | Ouverture mains libres,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,5.7L/100 km,6.3L/100 km,7.4L/100 km,,,,,,250nm1500tr/min,,1395CM³,,,Servotronic,Disponible,,,,,Tactile | 8.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,,,Éléctrique,,3 ans,1615mm,Digital Cockpit,En aluminium | 19'',,,Poches aumônières,,,1841mm,,,4381mm,,,Confort | Sport | Eco,,4,,5,5,8,,,,,LED,,,Cuir,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position,Cuir,,Conducteur à réglage électrique | Chauffants | Réglage lombaire | Fonction mémoire,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,201KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,510L,,,
seat,ateca 1.4-l-tsi-fr#specs,139 980DTTTC,8.5s,,,Avant | Arrière,,,,Radar de recul | Système de caméras 360 | Parkassist,,Frontaux | Latéraux | Genoux | Protège-tête,,,,,,,ESP,,3,,,,,,Commandes au volant | Système Audio Beats | Subwoofer 340W,Chrome,,Chromées,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,Ouverture et fermeture motorisée | Ouverture mains libres,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,5.7L/100 km,6.3L/100 km,7.4L/100 km,,,,,,250nm1500tr/min,,1395CM³,,,Servotronic,Disponible,,,,,Tactile | 8.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières | Clignotants à défilement,,,Éléctrique,,3 ans,1615mm,Digital Cockpit,En aluminium | 19'',FR,,Poches aumônières,,,1841mm,,,4381mm,,,Confort | Sport | Eco,,4,,5,5,8,,,,,LED,,,Cuir,,,150CH,,8CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Mémoire de position,Cuir/Alcantara,,Conducteur à réglage électrique | Chauffants | Réglage lombaire | Fonction mémoire,Conducteur et passager,,,,,,,,,,,,,,,Ouvrant | Panoramique,,Traction,,201KM/H,,Avant/Arrière,,Cuir | Multi-fonctions | Sport | Avec palettes,En hauteur et en profondeur,510L,,,
skoda,fabia 1.0-l-mpi-essence#specs,66 980DTTTC,15.5s,,,Avant,,,,,,Frontaux,,,,,,,ESP,,3,,,,,,SWING | 4 haut-parleurs,,Avant,,,,,,Manuelle,,Chromée,,,Citadine,,,,Manuelle,,,,,2 USB-C | Bluetooth,4.3L/100 km,5.1L/100 km,6L/100 km,,,,,,93nm3700tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 6.5 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,116g/km,Essence,,À distance,Feux de jour,,,,,3 ans,1482mm,,14'',,,Porte-lunettes,,,1780mm,,,4108mm,,,,,3,,5,5,5,,,,,LED,,,Cuir,,,80CH,,4CV,,,,,,,,Électriques | Dégivrants,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,178KM/H,Athermiques,Avant,,Multi-fonctions,En hauteur et en profondeur,380L,,,
skoda,fabia 1.0-l-mpi-selection#specs,71 480DTTTC,15.5s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux,,,,,,,ESP,,3,,,,,,SWING | 4 haut-parleurs,,Avant,,,,,Démarrage mains libres,Manuelle,,Chromée,,,Citadine,,,,Manuelle,,Accès mains libres,,,2 USB-C | Bluetooth,4.3L/100 km,5.1L/100 km,6L/100 km,,,,,,93nm3700tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 6.5 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,116g/km,Essence,,À distance,Feux de jour | Arrières,,,,,3 ans,1482mm,,En aluminium | 15'',,,Porte-lunettes,,,1780mm,,,4108mm,,,,,3,,5,5,5,,,,,LED,,,Cuir,,,80CH,,4CV,,,,,,,,Électriques | Dégivrants,Tissu,,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,178KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,380L,,,
skoda,fabia 1.0-l-mpi-monte-carlo#specs,82 480DTTTC,15.5s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux,,,,,,,ESP,,3,,,,,,SWING | 6 haut-parleurs,,Avant,,,,,Démarrage mains libres,Manuelle,,Noire,,,Citadine,,,,Automatique,,Accès mains libres,,,2 USB-C | Bluetooth | SmartLink,4.3L/100 km,5.1L/100 km,6L/100 km,,,,,,93nm3700tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 8 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,116g/km,Essence,,À distance,Feux de jour | Arrières,,,,,3 ans,1482mm,Virtual Cockpit,En aluminium | 16'',Sport,,Porte-lunettes,,,1780mm,,,4108mm,,,,,3,,5,5,5,,,,,LED,,,Cuir,,,80CH,,4CV,,,,,,,Anti-éblouissement,Électriques | Dégivrants | Avec capuchons noirs,Tissu,Chromés,Réglage lombaire | Sport,Conducteur et passager,,,,,,,,,,,,,,,Panoramique,,Traction,,178KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Sport,En hauteur et en profondeur,380L,,,
skoda,kushaq 1.0-tsi-ambition#specs,76 980DTTTC,10.8s,,,Avant | Arrière,,,,Radar de recul | Caméra de recul,,Frontaux,,,,1 prise 12 V,,,ESP,,3,,,,,,6 haut-parleurs | Commandes au volant,Noir Brillant,,,,,,,Manuelle,,,,,SUV,,,,Automatique,,,,,2 USB-C | Android Auto | Apple Carplay | Bluetooth,4.5L/100 km,5.2L/100 km,6.7L/100 km,,,,,,178nm1750tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 10 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Avant,,,,,3 ans,1612mm,,En aluminium | 16'',,,Poches aumônières | Porte-lunettes,,,1760mm,,,4221mm,,,,,3,,5,5,6,,,,,LED,,,Cuir,,,116CH,,6CV,,,,,,,,Électriques | Rabattables,Tissu,Baguettes dans les baies de porte,,Conducteur,,,,,,,,,,,,,,,,,Traction,,189KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,385L,,,
skoda,kushaq 1.0-tsi-bva-ambition#specs,82 980DTTTC,10.8s,,,Avant | Arrière,,,,Radar de recul | Caméra de recul,,Frontaux,,,,1 prise 12 V,,,ESP,,3,,,,,,6 haut-parleurs | Commandes au volant,Noir Brillant,,,,,,,Automatique,,,,,SUV,,,,Automatique,,,,,2 USB-C | Android Auto | Apple Carplay | Bluetooth,4.5L/100 km,5.2L/100 km,6.7L/100 km,,,,,,178nm1750tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 10 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Avant,,,,,3 ans,1612mm,,En aluminium | 16'',,,Poches aumônières | Porte-lunettes,,,1760mm,,,4221mm,,,,,3,,5,5,6,,,,,LED,,,Cuir,,,116CH,,7CV,,,,,,,,Électriques | Rabattables,Tissu,Baguettes dans les baies de porte,,Conducteur,,,,,,,,,,,,,,,,,Traction,,189KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,385L,,,
skoda,kushaq 1.0-tsi-bva-style#specs,89 980DTTTC,10.8s,,,Avant | Arrière,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux | Protège-tête,,,,1 prise 12 V,,,ESP,,3,,,,,,6 haut-parleurs | Commandes au volant | Subwoofer,Noir Brillant,,,,,,,Automatique,,,,,SUV,,,,Automatique,,Accès mains libres,,,2 USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,4.5L/100 km,5.2L/100 km,6.7L/100 km,,,,,,178nm1750tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 10 pouces,Pare-chocs | Rétroviseurs,,Essence,,À distance,Avant | Arrières,,,,,3 ans,1612mm,,En aluminium | 17'',,,Poches aumônières | Porte-lunettes,,,1760mm,,,4221mm,,,,,3,,5,5,6,,,,,LED,,,Cuir,,,116CH,,7CV,,,,,,,Anti-éblouissement,Électriques | Rabattables,Similicuir,Baguettes dans les baies de porte,Ventilés,Conducteur,,,,,,,,,,,,,,,Ouvrant | En verre,,Traction,,189KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,385L,,,
skoda,scala 1.0-l-tsi-dsg-essence#specs,88 980DTTTC,10.1s,,,Avant,,,,Radar de recul,,Frontaux | Latéraux,,,,,,,ESP,,,,,,,,8 haut-parleurs,,Avant,,,,,,Automatique,,Chromée,,,Compacte,,,,Manuelle,,,,,USB-C | Android Auto | Apple Carplay | Bluetooth | SmartLink,4.7L/100 km,5.4L/100 km,6.9L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 8.25 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Avant | Arrières,,,,,3 ans,1514mm,,En aluminium | 16'',,,,,,1793mm,,,4362mm,,,,,3,,5,5,7,,,,,LED,,,Cuir,,,116CH,,6CV,,,,,,,,Électriques | Dégivrants,Tissu,,,Conducteur et passager,,,,,,,,,,,,,,,,,Traction,,202KM/H,Athermiques,Avant/Arrière,,Multi-fonctions,,467L,,,
skoda,scala 1.0-l-tsi-dsg-selection#specs,102 980DTTTC,10.1s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP,,,,,,,,8 haut-parleurs,Chrome,Avant,,,,,Démarrage mains libres,Automatique,,Chromée,,,Compacte,,,,Automatique,,Accès mains libres,Ouverture mains libres,,USB-C | Android Auto | Apple Carplay | Bluetooth | SmartLink | Chargeur de téléphone sans fil,4.7L/100 km,5.4L/100 km,6.9L/100 km,,,,,,200nm2000tr/min,,999CM³,,,,Sur arrivage,,,,,Tactile | 8.25 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Essence,,À distance,Avant | Arrières | Clignotants à défilement,,,,,3 ans,1514mm,10.25'' | Virtual Cockpit,En aluminium | 17'',,,,,,1793mm,,,4362mm,,,Normal | Sport | Eco,,3,,5,5,7,,,,,Matrix LED,,,Cuir,,,116CH,,6CV,,,,,,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Photosensibles,Tissu,,Réglage lombaire,Conducteur et passager,,,,,,,,,,,,,,,Panoramique | En verre,,Traction,,202KM/H,Athermiques,Avant/Arrière,,Cuir | Multi-fonctions | Avec palettes,En hauteur et en profondeur,467L,,,
