Marque,Modèle,year,road,boite,horsepower,fuel,nbre_portes,cylindrée,transmission,Prix
Porsche,Cayenne,2010,206 000 km,Automatique,21 cv,Essence,,1499,Traction,115
Land,Rover Range Rover Velar,2019,60 000 km,Automatique,11 cv,Diesel,2,1498,Traction,330
Mercedes-Benz,CLA,2022,36 000 km,Automatique,7 cv,Essence,5,1500,Traction,185
BMW,Série 5,2012,197 000 km,Automatique,10 cv,Essence,5,998,Traction,79
Ford,Ecosport,2016,101 000 km,Automatique,6 cv,Essence,4,1000,Traction,59
Toyota,Land Cruiser 79 LX,2016,174 000 km,Manuelle,17 cv,Diesel,4,1397,Traction,115
Renault,Megane,2020,93 000 km,Manuelle,5 cv,Diesel,4,2993,Traction,58
Hyundai,i20,2016,132 000 km,Manuelle,5 cv,Essence,5,998,Traction,43
Peugeot,Partner,2018,113 000 km,Manuelle,5 cv,Diesel,3,1600,Traction,39
Hyundai,i20 GLS,2021,68 000 km,Manuelle,5 cv,Essence,5,1798,Traction,52
Ford,Ka,2010,185 000 km,Manuelle,4 cv,Essence,6,1198,Traction,21
Seat,Tarraco FR,2024,13 000 km,Automatique,9 cv,Essence,5,1598,Traction,159
Ford,Ecosport Titanium,2021,99 000 km,Automatique,7 cv,Essence,3,1500,Traction,67
KIA,Optima,2014,176 000 km,Automatique,10 cv,Essence,5,1200,Traction,45
Toyota,Prado,2014,56 000 km,Manuelle,11 cv,Essence,4,1600,Traction,195
Chery,Tiggo 3X Luxury,2022,56 000 km,Automatique,6 cv,Essence,5,1999,Traction,55
Volkswagen,Tiguan,2018,104 000 km,Automatique,8 cv,Essence,4,1498,Traction,117
BMW,X5,2010,159 000 km,Automatique,19 cv,Diesel,5,2400,Traction,86
Citroën,DS5,2012,205 000 km,Automatique,6 cv,Diesel,4,1598,Traction,40
Citroën,Jumpy Fourgon,2022,123 000 km,Manuelle,7 cv,Diesel,4,1499,Traction,72
Audi,A5 Coupé S-Line,2011,201 000 km,Automatique,10 cv,Essence,5,1995,Traction,48
Volkswagen,Polo,2021,26 000 km,Manuelle,4 cv,Essence,5,1200,Traction,55
Audi,A5 Coupé,2009,168 000 km,Automatique,13 cv,Essence,5,1200,Traction,53
Suzuki,Vitara,2018,96 000 km,Automatique,6 cv,Essence,4,1991,Traction,72
Land,Rover Range Rover Evoque,2015,130 000 km,Automatique,10 cv,Diesel,5,1400,Traction,139
Opel,Corsa,2022,41 000 km,Manuelle,5 cv,Essence,3,1199,Traction,59
Dacia,Sandero Stepway,2015,75 000 km,Manuelle,5 cv,Essence,2,2123,Traction,40
Mercedes-Benz,Classe E,2009,160 000 km,Automatique,12 cv,Diesel,5,3000,Traction,57
Mercedes-Benz,Classe E,2012,176 000 km,Automatique,11 cv,Essence,4,1000,Traction,72
Mercedes-Benz,Classe C,2016,157 000 km,Automatique,6 cv,Diesel,5,1400,Traction,125
BMW,X1,2020,78 000 km,Automatique,8 cv,Essence,5,1197,Traction,98
Mercedes-Benz,Classe E,2022,15 000 km,Automatique,9 cv,Essence,5,1499,Traction,248
Volkswagen,Golf 7,2019,183 000 km,Manuelle,6 cv,Diesel,5,2000,Traction,73
Citroën,Jumper,2010,476 000 km,Manuelle,7 cv,Diesel,5,1248,Traction,29
Nissan,Patrol,1991,481 000 km,Manuelle,11 cv,Diesel,5,1000,Traction,42
Great,Wall Poer MT,2021,61 000 km,Manuelle,11 cv,Diesel,5,1200,Traction,88
Toyota,C-HR,2021,47 000 km,Automatique,6 cv,Essence,5,1399,Traction,89
Opel,Mokka,2014,37 000 km,Manuelle,7 cv,Diesel,5,2000,Traction,59
BMW,X5,2007,295 000 km,Automatique,16 cv,Diesel,5,2498,Traction,65
Hyundai,Grand i10,2022,34 000 km,Manuelle,5 cv,Essence,4,1700,Traction,49
Peugeot,Rifter,2019,67 000 km,Manuelle,6 cv,Essence,5,1197,Traction,69
KIA,Optima,2012,379 000 km,Automatique,10 cv,Essence,4,2998,Traction,38
Peugeot,208 3P,2017,104 000 km,Manuelle,5 cv,Essence,5,2000,Traction,29
Mercedes-Benz,Classe C Avantgarde,2009,185 000 km,Automatique,9 cv,Essence,4,1399,Traction,49
Toyota,Land Cruiser 80,1996,506 000 km,Manuelle,17 cv,Diesel,4,1197,Traction,69
Volkswagen,Golf 7,2016,75 000 km,Automatique,13 cv,Essence,5,1200,Traction,110
Toyota,C-HR,2017,150 000 km,Automatique,6 cv,Essence,5,1248,Traction,69
Skoda,Fabia,2021,105 000 km,Manuelle,4 cv,Essence,5,1399,Traction,43
Volkswagen,Passat CC,2014,191 000 km,Automatique,10 cv,Essence,4,3598,Traction,53
Toyota,Land Cruiser,1999,347 000 km,Manuelle,17 cv,Diesel,4,1198,Traction,55
Mazda,3 High Grade,2017,107 000 km,Manuelle,6 cv,Essence,5,1200,Traction,56
Citroën,C3 Shine,2019,62 000 km,Automatique,6 cv,Essence,5,1399,Traction,47
Mercedes-Benz,GLA,2016,97 000 km,Automatique,8 cv,Essence,4,2398,Traction,92
Volkswagen,Passat CC,2009,150 000 km,Automatique,12 cv,Essence,5,1499,Traction,35
Ford,Ecosport Titanium,2018,97 000 km,Automatique,7 cv,Essence,5,4000,Traction,62
Mercedes-Benz,Classe C,2017,113 000 km,Automatique,8 cv,Essence,5,1200,Traction,135
BMW,Série 3,2018,177 000 km,Automatique,7 cv,Essence,5,3778,Traction,85
Ford,Focus Titanium,2018,161 000 km,Manuelle,6 cv,Essence,5,1200,Traction,39
MG,ZS,2020,68 000 km,Automatique,7 cv,Essence,5,1398,Traction,64
Haval,H6,2023,11 000 km,Automatique,8 cv,Essence,5,1000,Traction,126
BMW,Série 5,2013,179 000 km,Automatique,10 cv,Essence,5,1600,Traction,79
BMW,Série 4 Gran Coupé,2019,99 000 km,Automatique,7 cv,Essence,2,1498,Traction,115
Mercedes-Benz,Classe A,2020,101 000 km,Automatique,7 cv,Essence,4,1968,Traction,129
Iveco,Daily Fourgon,2015,31 000 km,Manuelle,16 cv,Diesel,5,2000,Traction,110
Mercedes-Benz,Classe E,2017,223 000 km,Automatique,9 cv,Essence,2,1559,Traction,119
Toyota,Hilux Double Cabine,2019,114 000 km,Manuelle,8 cv,Diesel,5,1498,Traction,160
Mercedes-Benz,Classe C,2019,112 000 km,Automatique,10 cv,Hybride,5,1600,Traction,145
Hyundai,Coupe,2003,138 000 km,Manuelle,7 cv,Essence,2,1198,Traction,30
Volkswagen,Amarok,2013,81 000 km,Manuelle,11 cv,Essence,5,1197,Traction,53
Peugeot,Landtrek Double Cabine,2022,34 000 km,Manuelle,6 cv,Diesel,5,2700,Traction,95
KIA,Sportage,2011,232 000 km,Automatique,11 cv,Essence,4,1898,Traction,47
BMW,Série 5,2016,151 000 km,Automatique,9 cv,Essence,5,1200,Traction,120
Porsche,Cayenne,2012,195 000 km,Automatique,15 cv,Diesel,5,999,Traction,155
KIA,Rio Berline,2022,35 000 km,Automatique,6 cv,Essence,5,1500,Traction,69
Mitsubishi,Pajero Sport,1999,510 000 km,Manuelle,9 cv,Diesel,4,1500,Traction,45
Great,Wall M4,2019,51 000 km,Manuelle,6 cv,Essence,4,1496,Traction,45
Chery,E3,2018,95 000 km,Manuelle,6 cv,Essence,5,1500,Traction,32
BMW,Série 1,2016,105 000 km,Manuelle,6 cv,Essence,3,1000,Traction,59
Peugeot,3008,2010,261 000 km,Manuelle,7 cv,Essence,3,1199,Traction,32
BMW,Série 2 Gran Coupé,2020,61 000 km,Automatique,8 cv,Essence,5,2000,Traction,120
Nissan,Patrol,2006,359 000 km,Manuelle,12 cv,Diesel,5,2000,Traction,66
Audi,A4,2011,233 000 km,Manuelle,7 cv,Essence,5,1500,Traction,46
Peugeot,traveller,2019,98 000 km,Manuelle,5 cv,Diesel,4,1998,Traction,85
Mercedes-Benz,CLA,2017,239 000 km,Automatique,7 cv,Essence,4,2697,Traction,92
Mercedes-Benz,Classe E,2010,199 000 km,Automatique,11 cv,Essence,5,1499,Traction,55
Citroën,C4 Coupé,2009,300 000 km,Manuelle,7 cv,Essence,5,998,Traction,21
BMW,X2,2020,75 000 km,Automatique,8 cv,Essence,3,993,Traction,134
Fiat,500 Dolcevita,2021,21 000 km,Automatique,4 cv,Essence,5,1685,Traction,55
Haval,H6 Luxury,2019,110 000 km,Automatique,9 cv,Essence,4,1800,Traction,77
Land,Rover Range Rover Sport,2007,211 000 km,Automatique,32 cv,Essence,2,1498,Traction,88
Fiat,500,2020,20 000 km,Manuelle,4 cv,Hybride,4,3498,Traction,59
KIA,Sorento,2015,209 000 km,Automatique,12 cv,Diesel,5,1400,Traction,89
Ford,Kuga,2017,208 000 km,Automatique,11 cv,Essence,5,2000,Traction,65
Peugeot,208 3P,2016,74 000 km,Manuelle,5 cv,Essence,4,1198,Traction,38
Land,Rover Range Rover Sport,2019,47 000 km,Automatique,17 cv,Hybride,5,1399,Traction,340
Volkswagen,Golf 6,2011,295 000 km,Automatique,5 cv,Diesel,4,1498,Traction,41
Mercedes-Benz,CLA,2021,70 000 km,Automatique,7 cv,Essence,5,1400,Traction,149
Mercedes-Benz,Classe E Avantgarde,2009,238 000 km,Automatique,9 cv,Diesel,4,1999,Propulsion,64
Citroën,Jumpy Combi,2018,124 000 km,Manuelle,6 cv,Diesel,4,1600,Traction,82
Suzuki,Vitara,1993,270 000 km,Automatique,9 cv,Essence,4,2999,Traction,33
Mercedes-Benz,Classe A Progressive,2019,137 000 km,Automatique,7 cv,Essence,2,1389,Traction,85
Chery,Tiggo 8,2022,44 000 km,Automatique,9 cv,Essence,4,1998,Traction,79
KIA,Sportage,2012,324 000 km,Automatique,11 cv,Diesel,5,1591,Traction,54
Volkswagen,Golf 6,2012,252 000 km,Automatique,5 cv,Diesel,4,999,Traction,42
Land,Rover Discovery Sport,2015,126 000 km,Automatique,9 cv,Diesel,4,1000,Traction,122
Mercedes-Benz,GLA,2016,65 000 km,Automatique,8 cv,Essence,4,2498,Traction,118
Citroën,C3,2019,51 000 km,Manuelle,4 cv,Essence,5,899,Traction,44
Hyundai,Tucson Hybride,2022,40 000 km,Automatique,7 cv,Hybride,4,3996,Traction,167
Mercedes-Benz,Classe A,2013,182 000 km,Manuelle,7 cv,Essence,4,1598,Traction,62
Ford,Ranger,2014,191 000 km,Automatique,7 cv,Diesel,5,1500,Traction,68
Haval,H6 Luxury,2018,227 000 km,Automatique,9 cv,Essence,5,2999,Traction,46
Citroën,Jumpy Fourgon,2019,170 000 km,Manuelle,7 cv,Diesel,4,2000,Traction,65
Audi,Q7,2010,180 000 km,Automatique,16 cv,Diesel,5,1197,Traction,69
Mercedes-Benz,CLA,2018,20 000 km,Automatique,7 cv,Essence,5,4200,Traction,115
Land,Rover Range Rover Velar R-Dynamic,2022,26 000 km,Automatique,16 cv,Essence,4,2000,Traction,380
BMW,X6,2015,85 000 km,Automatique,34 cv,Essence,5,1600,Traction,335
Seat,Leon FR,2011,193 000 km,Manuelle,7 cv,Essence,2,1198,Traction,37
Lada,Niva,2018,34 000 km,Manuelle,7 cv,Essence,4,4000,Traction,48
Mercedes-Benz,Classe S,2008,151 000 km,Automatique,19 cv,Essence,5,1600,Traction,95
Peugeot,3008,2010,230 000 km,Manuelle,7 cv,Essence,4,1989,Traction,33
Audi,A4,2008,241 000 km,Automatique,11 cv,Essence,4,1197,Traction,50
Peugeot,3008,2018,132 000 km,Automatique,9 cv,Essence,4,1497,Traction,84
Jaguar,XJL,2014,163 000 km,Automatique,16 cv,Essence,5,1998,Traction,120
Chery,Tiggo 3X Luxury,2022,15 000 km,Automatique,6 cv,Essence,5,2967,Traction,62
Citroën,C3 Shine,2017,98 000 km,Manuelle,4 cv,Essence,5,1000,Traction,36
Haval,H6 Luxury,2017,100 000 km,Automatique,9 cv,Essence,5,2999,Traction,65
Mercedes-Benz,CLA,2019,59 000 km,Automatique,7 cv,Essence,4,900,Traction,134
BMW,Série 3,2016,152 000 km,Automatique,7 cv,Essence,4,1700,Traction,85
Seat,Leon Style Plus,2017,118 000 km,Manuelle,6 cv,Essence,5,3000,Traction,62
Volkswagen,Golf 7,2015,191 000 km,Manuelle,5 cv,Essence,4,1300,Traction,49
Porsche,Cayenne,2009,212 000 km,Automatique,30 cv,Essence,5,1600,Traction,78
BMW,Série 4 Coupé,2014,151 000 km,Automatique,10 cv,Essence,5,1499,Traction,86
Audi,A4,2014,175 000 km,Manuelle,7 cv,Essence,5,1500,Traction,50
Dongfeng,SX3,2021,32 000 km,Manuelle,8 cv,Essence,4,3000,Traction,65
Mercedes-Benz,Classe E,2003,276 000 km,Automatique,10 cv,Essence,5,1489,Traction,32
Volkswagen,Jetta,2010,349 000 km,Manuelle,6 cv,Diesel,5,1598,Traction,32
Skoda,Octavia,2022,30 000 km,Automatique,8 cv,Essence,5,1198,Traction,114
Haval,H6 Luxury,2020,120 000 km,Automatique,9 cv,Essence,5,2143,Traction,77
Peugeot,3008 Allure,2020,169 000 km,Automatique,7 cv,Essence,4,1197,Traction,80
Volkswagen,Amarok,2012,264 000 km,Manuelle,7 cv,Diesel,5,1777,Traction,48
BMW,X3,2014,219 000 km,Automatique,11 cv,Essence,4,1000,Traction,75
Ford,Ranger XLT,2014,248 000 km,Manuelle,7 cv,Diesel,5,1200,Traction,55
Audi,Q7,2006,249 000 km,Automatique,16 cv,Diesel,4,1398,Traction,60
Haval,Jolion,2021,25 000 km,Automatique,9 cv,Essence,4,6999,Traction,91
KIA,Sportage,2018,101 000 km,Automatique,8 cv,Essence,5,1498,Traction,85
Land,Rover Range Rover Sport,2019,82 000 km,Automatique,17 cv,Essence,3,1599,Traction,350
KIA,Sportage,2016,176 000 km,Automatique,8 cv,Essence,3,900,Traction,79
KIA,Sorento,2012,210 000 km,Automatique,12 cv,Diesel,4,2498,Traction,60
Infiniti,FX,2008,190 000 km,Automatique,20 cv,Essence,2,2800,Traction,52
Ford,Transit,2017,256 000 km,Manuelle,6 cv,Diesel,4,3600,Traction,38
BMW,Série 3,2014,201 000 km,Automatique,7 cv,Essence,5,1198,Traction,69
BMW,Série 3,2016,167 000 km,Automatique,7 cv,Essence,5,2198,Traction,80
KIA,Sportage GT-Line,2018,132 000 km,Automatique,10 cv,Diesel,5,1200,Traction,110
Nissan,Qashqai,2015,121 000 km,Automatique,6 cv,Essence,4,1500,Traction,69
MG,ZS Luxury,2022,67 000 km,Automatique,7 cv,Essence,4,2000,Traction,77
Hyundai,Veloster,2016,140 000 km,Automatique,8 cv,Essence,5,1598,Traction,44
Mazda,6,2014,125 000 km,Automatique,9 cv,Essence,5,1000,Traction,51
Mercedes-Benz,CLS AMG,2009,178 000 km,Automatique,15 cv,Essence,5,1498,Propulsion,57
Haval,H6 Luxury,2019,55 000 km,Automatique,9 cv,Essence,4,1598,Traction,85
Ford,F 250 V8,2005,90 000 km,Automatique,24 cv,Diesel,5,1799,Traction,75
Mercedes-Benz,Classe C C180,2018,143 000 km,Automatique,9 cv,Essence,4,1498,Traction,119
Mazda,3 High Grade,2017,148 000 km,Manuelle,6 cv,Essence,5,3600,Traction,57
Mahindra,Scorpio SUV,2013,328 000 km,Manuelle,8 cv,Diesel,5,1498,Traction,31
Mazda,3,2017,135 000 km,Manuelle,6 cv,Essence,4,1600,Traction,58
BMW,Série 5 Luxury Line,2019,30 000 km,Automatique,10 cv,Essence,4,2198,Traction,225
MG,GS Luxe,2017,160 000 km,Automatique,9 cv,Essence,4,998,Traction,58
Toyota,Prado VX,2006,290 000 km,Automatique,11 cv,Diesel,5,1332,Intégrale,115
Ford,Focus,2020,60 000 km,Automatique,6 cv,Essence,4,1000,Traction,75
Peugeot,208 Like,2020,65 000 km,Manuelle,4 cv,Essence,4,1499,Propulsion,34
Volkswagen,Golf 7 R-Line,2016,155 000 km,Manuelle,6 cv,Essence,4,1498,Propulsion,74
Peugeot,Rifter Active Pack,2021,123 000 km,Manuelle,5 cv,Diesel,4,1798,Propulsion,84
Hyundai,ix35,2016,160 000 km,Automatique,11 cv,Diesel,4,1498,Traction,66
Volkswagen,Polo Sedan,2020,170 000 km,Manuelle,5 cv,Essence,5,999,Traction,41
Mercedes-Benz,Classe A AMG,2014,180 000 km,Automatique,6 cv,Essence,2,1219,Traction,68
Mazda,CX-5 High Grade,2019,63 000 km,Automatique,9 cv,Essence,4,2200,Intégrale,115
MG,ZS,2019,65 000 km,Automatique,7 cv,Essence,5,1198,Traction,65
Peugeot,206,2005,183 000 km,Manuelle,4 cv,Essence,2,1332,Traction,17
Audi,A3 Sportback,2018,100 000 km,Manuelle,6 cv,Essence,5,1395,Traction,67
Renault,Megane Sedan,2019,46 000 km,Manuelle,7 cv,Essence,4,899,Traction,61
Ford,Ecosport,2022,19 000 km,Manuelle,7 cv,Essence,4,1598,Traction,78
Wallyscar,719,2023,87 434 km,Manuelle,7 cv,Essence,5,1200,Traction,47
MG,5 Luxe,2022,37 000 km,Automatique,7 cv,Essence,5,1200,Traction,55
Volkswagen,Polo,2004,193 000 km,Manuelle,5 cv,Essence,5,999,Propulsion,16
BMW,Série 3 Confort Sport Line,2013,82 000 km,Automatique,7 cv,Essence,5,1998,Propulsion,65
Renault,Clio Classic Confort,2006,98 000 km,Manuelle,5 cv,Essence,5,1200,Traction,31
Volkswagen,Polo Sedan Trendline,2022,76 000 km,Manuelle,5 cv,Essence,5,1600,Traction,49
Volkswagen,Caddy Prestige,2020,93 000 km,Manuelle,6 cv,Diesel,2,1198,Traction,51
Peugeot,301 Active,2021,73 000 km,Manuelle,5 cv,Essence,5,1599,Traction,33
Renault,Symbol Confort,2022,111 000 km,Manuelle,5 cv,Essence,3,1500,Traction,37
Volkswagen,Tiguan,2020,110 000 km,Automatique,8 cv,Essence,4,1498,Traction,122
Hyundai,i20 GLS,2022,76 000 km,Manuelle,5 cv,Essence,5,1498,Traction,53
Volkswagen,Polo Prestige,2022,54 000 km,Manuelle,4 cv,Essence,5,1984,Traction,63
Volkswagen,Polo R-Line,2020,47 000 km,Manuelle,4 cv,Essence,4,1698,Traction,67
Jeep,Renegade Limited,2019,130 000 km,Automatique,8 cv,Essence,5,1600,Traction,66
KIA,Rio 5p GT-Line,2021,72 000 km,Manuelle,5 cv,Essence,2,1598,Traction,65
KIA,Rio 5p,2021,124 000 km,Manuelle,5 cv,Essence,5,5001,Traction,49
Seat,Leon Style,2016,167 000 km,Automatique,6 cv,Essence,5,1499,Traction,52
Suzuki,Swift,2021,80 000 km,Manuelle,5 cv,Essence,4,1500,Traction,41
Honda,City LX Sport,2022,80 000 km,Automatique,6 cv,Essence,5,1995,Traction,67
Volkswagen,Virtus Confortline,2023,30 000 km,Manuelle,6 cv,Essence,5,1198,Traction,61
Toyota,Yaris Sedan Elegance,2020,134 000 km,Manuelle,6 cv,Essence,5,1499,Traction,46
KIA,Sportage Toit Ouvrant,2018,96 000 km,Automatique,8 cv,Essence,5,1000,Traction,78
Volkswagen,Polo,2021,67 000 km,Manuelle,4 cv,Essence,4,1500,Traction,52
KIA,Rio 5p,2021,84 000 km,Manuelle,5 cv,Essence,3,1600,Traction,51
KIA,Cee'd Comfort,2019,178 000 km,Manuelle,6 cv,Essence,5,1199,Traction,52
Mercedes-Benz,Classe A AMG,2020,63 000 km,Automatique,9 cv,Essence,5,2000,Traction,144
MG,RX8 4x4 SUV,2023,24 000 km,Automatique,16 cv,Essence,5,1599,Traction,135
Geely,GX3,2022,90 000 km,Manuelle,6 cv,Essence,5,1630,Traction,58
Chevrolet,Sonic Comfort,2021,87 000 km,Manuelle,5 cv,Essence,5,1197,Traction,41
Volkswagen,Golf 7 Smartline,2019,170 000 km,Automatique,6 cv,Essence,5,1388,Traction,57
Mercedes-Benz,GLA AMG,2021,57 000 km,Automatique,8 cv,Hybride,3,1500,Traction,179
Seat,Arona FR,2022,15 000 km,Automatique,6 cv,Essence,2,1199,Traction,96
Audi,A3 Sportback,2018,128 000 km,Manuelle,6 cv,Essence,4,1332,Traction,69
Ford,Focus,2016,130 000 km,Manuelle,6 cv,Essence,5,1599,Traction,41
Mercedes-Benz,GLC Coupé AMG,2021,29 000 km,Automatique,12 cv,Hybride,5,1200,Propulsion,256
MG,HS Trophy,2021,46 000 km,Automatique,10 cv,Essence,5,918,Traction,83
BMW,Série 5 Business Line,2018,132 000 km,Automatique,10 cv,Essence,4,1600,Propulsion,130
Smart,ForTwo Sport,2010,101 000 km,Manuelle,5 cv,Essence,5,1300,Propulsion,27
Mercedes-Benz,Classe C Avantgarde,2014,48 000 km,Automatique,8 cv,Essence,4,1998,Propulsion,120
Land,Rover Range Rover Evoque,2014,198 000 km,Automatique,11 cv,Diesel,5,2200,Intégrale,110
Mercedes-Benz,GLA AMG,2016,150 000 km,Automatique,8 cv,Essence,3,2198,Propulsion,105
Peugeot,208,2015,110 000 km,Manuelle,5 cv,Essence,5,1198,Traction,29
BMW,Série 3 coupé Kit M///,2012,152 000 km,Manuelle,10 cv,Essence,,,Traction,74
Mercedes-Benz,Classe C AMG,2011,200 000 km,Automatique,9 cv,Essence,5,1200,Traction,71
Toyota,C-HR Sport,2020,162 000 km,Automatique,6 cv,Essence,5,1197,Traction,73
Seat,Ibiza,2019,98 000 km,Manuelle,4 cv,Essence,5,1600,Traction,51
Toyota,C-HR,2020,80 000 km,Automatique,6 cv,Essence,5,1500,Traction,75
Mercedes-Benz,Classe E AMG,2021,98 000 km,Automatique,11 cv,Hybride,5,1000,Traction,228
Mahindra,KUV 100 K6+,2021,47 000 km,Manuelle,5 cv,Essence,4,1700,Traction,32
Volkswagen,Tiguan,2021,123 000 km,Manuelle,8 cv,Essence,4,1498,Traction,95
Fiat,500 Dolcevita,2021,78 000 km,Manuelle,4 cv,Hybride,4,3000,Traction,55
Fiat,Tipo 5 portes,2021,68 000 km,Manuelle,5 cv,Essence,5,1799,Traction,49
Renault,Clio,2020,138 000 km,Manuelle,4 cv,Diesel,4,1197,Traction,49
Mercedes-Benz,Classe C,2015,158 000 km,Automatique,8 cv,Essence,4,2000,Traction,99
Suzuki,Celerio,2024,0 km,Manuelle,4 cv,Essence,4,3726,Traction,39
Volkswagen,Golf 7,2015,153 000 km,Manuelle,5 cv,Essence,4,1900,Traction,48
Renault,Megane,2021,148 000 km,Manuelle,5 cv,Diesel,5,1599,Traction,59
Peugeot,208 Style,2020,128 000 km,Manuelle,5 cv,Diesel,5,1197,Traction,45
Audi,Q5 S-line,2014,270 000 km,Automatique,10 cv,Diesel,4,2000,Traction,78
Citroën,C1 Importée Tn245,2021,56 000 km,Manuelle,4 cv,Essence,4,2500,Traction,38
Peugeot,3008,2020,148 000 km,Automatique,6 cv,Diesel,4,1389,Traction,79
Volkswagen,Amarok TDI 4*4,2012,198 000 km,Manuelle,7 cv,Diesel,5,1598,Traction,57
Mercedes-Benz,CLA AMG,2020,138 000 km,Automatique,6 cv,Diesel,4,1800,Traction,145
Mercedes-Benz,CLA Importée Tn245,2020,138 000 km,Automatique,6 cv,Diesel,5,1000,Traction,118
Mercedes-Benz,CLA,2021,87 000 km,Automatique,8 cv,Essence,4,1998,Traction,149
Volkswagen,Golf 8 STYLE 1.5 BVA eTSI importée,2021,87 000 km,Automatique,8 cv,Essence,5,1499,Traction,110
KIA,Sportage GT-Line,2019,119 000 km,Automatique,7 cv,Diesel,4,1200,Traction,98
Mercedes-Benz,Classe A,2021,66 000 km,Automatique,8 cv,Hybride,5,1600,Traction,135
Land,Rover Range Rover V8 4.2 SUPERCHARGED,2010,60 000 km,Automatique,32 cv,Essence,4,1400,Intégrale,189
Mercedes-Benz,Classe C AMG,2020,69 000 km,Automatique,10 cv,Hybride,4,1700,Propulsion,165
Mercedes-Benz,GLE Coupé,2020,54 000 km,Automatique,18 cv,Diesel,4,2198,Intégrale,420
KIA,Sportage,2018,139 000 km,Automatique,7 cv,Diesel,4,1598,Traction,91
Volkswagen,Golf 7 Confortline,2020,69 000 km,Manuelle,6 cv,Essence,,,Traction,75
BMW,Série 1 Urban Line,2015,144 000 km,Automatique,7 cv,Essence,4,1498,Propulsion,55
Mercedes-Benz,Classe A Sport AMG,2019,35 000 km,Automatique,8 cv,Essence,5,1499,Traction,125
Ford,Ecosport Titanium,2022,60 000 km,Manuelle,7 cv,Essence,5,1998,Traction,68
Jeep,Renegade Limited,2021,80 000 km,Automatique,8 cv,Essence,5,1559,Traction,87
KIA,Rio 5p SX Plus,2018,103 000 km,Manuelle,5 cv,Essence,5,3000,Traction,49
Mercedes-Benz,Classe C,2019,67 000 km,Automatique,6 cv,Diesel,4,1950,Propulsion,135
Ford,Ecosport Titanium,2022,44 000 km,Manuelle,7 cv,Essence,5,1000,Traction,67
Hyundai,Tucson Top Grade,2022,37 000 km,Automatique,10 cv,Essence,4,1500,Intégrale,145
KIA,Quoris,2014,134 000 km,Automatique,20 cv,Essence,5,1197,Propulsion,95
Volkswagen,Golf 7,2015,216 000 km,Manuelle,5 cv,Essence,4,1598,Traction,45
Mercedes-Benz,Classe C AMG,2018,54 000 km,Automatique,11 cv,Hybride,4,1598,Intégrale,165
Volkswagen,Golf 8 Active,2021,69 000 km,Manuelle,6 cv,Essence,5,1498,Traction,95
Peugeot,Partner Origin Utilitaire Pack Clim PM,2019,73 000 km,Manuelle,5 cv,Diesel,4,3000,Traction,56
Mercedes-Benz,Classe C AMG +,2015,146 000 km,Automatique,8 cv,Essence,3,1199,Propulsion,135
Haval,H6,2019,89 000 km,Automatique,9 cv,Essence,5,1400,Traction,76
BMW,Série 4 Gran Coupé M,2017,110 000 km,Automatique,7 cv,Essence,5,1199,Propulsion,120
Mercedes-Benz,Classe E coupé,2011,160 000 km,Automatique,11 cv,Essence,4,1496,Propulsion,62
Volkswagen,Amarok Double Cabine,2016,200 000 km,Manuelle,10 cv,Diesel,5,3000,Intégrale,79
Land,Rover Range Rover Sport,2016,200 000 km,Automatique,16 cv,Diesel,5,2000,Intégrale,189
BMW,Série 5 Access Plus,2011,270 000 km,Automatique,10 cv,Diesel,5,1598,Traction,59
Hyundai,Grand i10 Sedan,2019,90 000 km,Manuelle,5 cv,Essence,5,2000,Traction,34
Ssangyong,Korando,2021,80 000 km,Automatique,9 cv,Essence,5,999,Traction,92
BMW,Série 3,2013,170 000 km,Automatique,7 cv,Essence,4,1000,Traction,65
Ssangyong,Korando Classic,2021,160 000 km,Automatique,7 cv,Essence,5,3200,Propulsion,75
Dacia,Logan Écran tactile,2021,20 000 km,Manuelle,5 cv,Essence,4,1000,Traction,54
Nissan,Micra,2015,160 000 km,Manuelle,5 cv,Essence,4,1498,Traction,33
Mercedes-Benz,CLS AMG,2011,250 000 km,Automatique,10 cv,Diesel,3,1200,Traction,85
KIA,Picanto,2022,90 000 km,Manuelle,5 cv,Essence,4,1197,Traction,42
Renault,Megane,2020,155 000 km,Manuelle,7 cv,Essence,5,2200,Propulsion,50
Hyundai,Grand i10,2022,19 000 km,Manuelle,4 cv,Essence,2,2798,Traction,44
BMW,Série 7,2009,150 000 km,Automatique,31 cv,Essence,4,3000,Traction,92
Dacia,Dokker Van,2021,150 000 km,Manuelle,6 cv,Diesel,4,1400,Traction,33
BMW,X6 TT Options,2010,190 000 km,Automatique,15 cv,Diesel,4,1998,Traction,95
Hyundai,Trucks H350 TT Options,2022,26 000 km,Manuelle,10 cv,Diesel,5,1600,Propulsion,74
BMW,Série 3,2013,210 000 km,Automatique,7 cv,Essence,4,1498,Propulsion,63
Land,Rover Range Rover Sport Autobiography,2011,200 000 km,Automatique,16 cv,Diesel,5,1600,Intégrale,119
Suzuki,Swift,2020,220 000 km,Manuelle,5 cv,Essence,5,1000,Traction,33
Mercedes-Benz,ML 320 CDI,2010,250 000 km,Automatique,15 cv,Diesel,5,1500,Intégrale,79
BMW,X6,2010,200 000 km,Automatique,15 cv,Diesel,,,Intégrale,98
